	ReqID	NeedID	ReqText	NeedText	r01_structured_statements	r02_active_voice	r03_appropriate_subject_verb	r04_defined_terms	r05_definite_articles	r06_common_units_of_measure	r07_vague_terms	r08_escape_clauses	r09_open_ended_clauses	r10_superfluous_infinitives	r11_separate_clauses	r12_correct_grammar	r13_correct_spelling	r14_correct_punctuation	r15_logical_expressions	r16_use_of_not	r17_use_of_oblique_symbol	r18_single_thought_sentence	r19_combinators	r20_purpose_phrases	r21_parentheses	r22_enumeration	r23_supporting_diagram_model_ICD	r24_pronouns	r25_headings	r26_absolutes	r27_explicit_conditions	r28_multiple_conditions	r29_classification	r30_unique_expression	r31_solution_free	r32_universal_qualification	r33_range_of_values	r34_measurable_performance	r35_temporal_dependencies	r36_consistent_terms_and_units	r37_acronyms	r38_abbreviations	r39_style_guide	r40_decimal_format	r41_related_needs_and_requirements	r42_structured_sets	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14	C15	C1_norm	C2_norm	C3_norm	C4_norm	C5_norm	C6_norm	C7_norm	C8_norm	C9_norm	C10_norm	C11_norm	C12_norm	C13_norm	C14_norm	C15_norm	wRQ
3.8.4.1.20	104.5.10	104.2	The Application shall calculate intersection crossing information based on pedestrian’s origin, destination, departure range, arrival range. (Note: this is for coordination of signal timing phase.)	Need to reduce crashes between vehicles and visually / audibly - impaired pedestrians	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	1	0	0	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	3	25	12	4	2	21	10	8	4	9	3	6	6	6	0.5	1.0	0.8333333333333334	0.75	0.5	1.0	0.84	0.9090909090909091	0.8	1.0	0.9	1.0	0.75	0.8571428571428571	0.8571428571428571	0.9831606715830831
3.8.4.1.21	104.5.11	104.2	The PED -SIG Application shall collect the performance data listed in Table G -3.	Need to reduce crashes between vehicles and visually / audibly - impaired pedestrians	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	2	3	26	13	7	1	22	10	8	4	9	2	6	6	6	1.0	1.0	0.8666666666666667	0.8125	0.875	0.5	0.88	0.9090909090909091	0.8	1.0	0.9	0.6666666666666666	0.75	0.8571428571428571	0.8571428571428571	0.9887522734202738
3.8.4.1.22	104.5.13	104.2	The Application shall collect metadata that includes the date and time when system information was generated.	Need to reduce crashes between vehicles and visually / audibly - impaired pedestrians	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	25	13	7	2	21	11	10	4	10	3	8	7	7	1.0	1.0	0.8333333333333334	0.8125	0.875	1.0	0.84	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9972142452111983
3.8.4.1.23	104.5.14	104.2	The PED -SIG application shall receive signal timing and controller status from the RSU through the SPaT message.	Need to reduce crashes between vehicles and visually / audibly - impaired pedestrians	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	2	3	25	14	7	2	22	11	9	4	9	3	7	6	6	1.0	1.0	0.8333333333333334	0.875	0.875	1.0	0.88	1.0	0.9	1.0	0.9	1.0	0.875	0.8571428571428571	0.8571428571428571	0.9975815543715834
3.8.4.1.24	104.5.18	104.2	Every PID shall be able to change signing keys per SAE J2945/9 Section 6.6. (Note: the signing will be static during interactions with a single intersection.)	Need to reduce crashes between vehicles and visually / audibly - impaired pedestrians	0	1	1	1	0	0	0	1	1	0	1	1	1	0	1	1	1	0	1	0	0	1	1	0	0	0	1	0	1	1	1	1	0	0	1	0	0	1	0	1	1	1	1	3	17	8	4	0	14	5	5	4	7	0	4	4	4	0.5	1.0	0.5666666666666667	0.5	0.5	0.0	0.56	0.45454545454545453	0.5	1.0	0.7	0.0	0.5	0.5714285714285714	0.5714285714285714	0.8942724416630287
3.8.4.1.25	104.6.2	104.2	The PED -SIG application shall continuously notify the user that it is operating.	Need to reduce crashes between vehicles and visually / audibly - impaired pedestrians	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	2	3	23	10	7	2	19	10	7	4	9	2	6	6	6	1.0	1.0	0.7666666666666667	0.625	0.875	1.0	0.76	0.9090909090909091	0.7	1.0	0.9	0.6666666666666666	0.75	0.8571428571428571	0.8571428571428571	0.9895079218261167
3.8.4.1.26	104.6.3	104.2	The PED-SIG application shall be able to provide requested information within 10 seconds.	Need to reduce crashes between vehicles and visually / audibly - impaired pedestrians	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	0	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	3	22	11	6	1	18	9	7	4	9	1	6	6	6	0.5	1.0	0.7333333333333333	0.6875	0.75	0.5	0.72	0.8181818181818182	0.7	1.0	0.9	0.3333333333333333	0.75	0.8571428571428571	0.8571428571428571	0.9720386319406644
3.8.4.1.27	104.6.3.1	104.2	If the delay will be longer than 10 seconds, then the PED-SIG application shall provide information indicating how long it is expected to complete the operation.	Need to reduce crashes between vehicles and visually / audibly - impaired pedestrians	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	1	1	0	0	0	1	1	1	0	0	1	1	0	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	3	20	11	5	1	18	9	8	4	9	1	6	6	6	0.5	1.0	0.6666666666666666	0.6875	0.625	0.5	0.72	0.8181818181818182	0.8	1.0	0.9	0.3333333333333333	0.75	0.8571428571428571	0.8571428571428571	0.970460286155153
3.8.4.1.28	104.6.4	104.2	The applications shall be able to measure and log the time required to provide the pedestrian the information.	Need to reduce crashes between vehicles and visually / audibly - impaired pedestrians	0	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	1	0	0	0	1	0	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	3	21	12	4	2	18	10	8	4	10	2	7	7	7	0.5	1.0	0.7	0.75	0.5	1.0	0.72	0.9090909090909091	0.8	1.0	1.0	0.6666666666666666	0.875	1.0	1.0	0.9782512955986808
3.8.4.1.29	104.6.11	104.2	The PID device shall be able to function in a communication -saturated environment.	Need to reduce crashes between vehicles and visually / audibly - impaired pedestrians	0	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	3	23	12	6	2	18	10	8	4	10	2	7	7	7	0.5	1.0	0.7666666666666667	0.75	0.75	1.0	0.72	0.9090909090909091	0.8	1.0	1.0	0.6666666666666666	0.875	1.0	1.0	0.9845749244375531
3.8.4.1.30	104.8.4	104.2	The PID system shall ensure geo -location information is used for PED-SIG application only.	Need to reduce crashes between vehicles and visually / audibly - impaired pedestrians	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	3	24	12	6	2	20	10	7	4	9	2	6	6	6	0.5	1.0	0.8	0.75	0.75	1.0	0.8	0.9090909090909091	0.7	1.0	0.9	0.6666666666666666	0.75	0.8571428571428571	0.8571428571428571	0.9867580230674036
3.8.4.1.31	104.8.9	104.2	All data transmitted between the PID and the NYU server shall be encrypted to protect any personal information.	Need to reduce crashes between vehicles and visually / audibly - impaired pedestrians	0	0	1	1	1	1	0	1	1	0	1	1	1	1	0	1	1	0	0	0	1	1	1	0	0	0	1	0	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	2	18	10	5	1	14	8	7	4	9	1	6	6	6	0.5	0.6666666666666666	0.6	0.625	0.625	0.5	0.56	0.7272727272727273	0.7	1.0	0.9	0.3333333333333333	0.75	0.8571428571428571	0.8571428571428571	0.970177586644478
3.8.4.1.32	104.8.10	104.2	Data stored by the NYU server or exported for independent evaluation shall be processed to remove any personal information and any attributes including exact location and exact time such th at the data cannot be associated with a particular person or event.	Need to reduce crashes between vehicles and visually / audibly - impaired pedestrians	0	0	1	1	0	1	0	1	1	0	1	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	2	14	9	4	2	11	7	7	4	9	2	6	6	6	0.5	0.6666666666666666	0.4666666666666667	0.5625	0.5	1.0	0.44	0.6363636363636364	0.7	1.0	0.9	0.6666666666666666	0.75	0.8571428571428571	0.8571428571428571	0.9677022536241823
3.8.4.1.33	104.9.4	104.2	The PID shall use the channel assignments defined in Table F -1.	Need to reduce crashes between vehicles and visually / audibly - impaired pedestrians	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	2	3	26	13	7	1	22	10	8	4	9	2	6	6	6	1.0	1.0	0.8666666666666667	0.8125	0.875	0.5	0.88	0.9090909090909091	0.8	1.0	0.9	0.6666666666666666	0.75	0.8571428571428571	0.8571428571428571	0.9887522734202738
4.1.1	401.17.1	401.0	Each DSRC device shall obtain its time and position from the GNSS per the requirements of J2945/1 Section 6.2.	Need to have trusted communications	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	2	3	22	11	7	1	20	8	8	4	8	2	6	5	5	1.0	1.0	0.7333333333333333	0.6875	0.875	0.5	0.8	0.7272727272727273	0.8	1.0	0.8	0.6666666666666666	0.75	0.7142857142857143	0.7142857142857143	0.9857221391473572
4.2.1.1	401.15.3	401.0	RSUs shall exceed 802.11 ACK requirements in the following manner: Antenna referenced ACK turnaround time must be in (SIFS -12.5, SIFS+12.5) ns 95% for cable tested non- CSD signals. Note that any RSU employing the NXP based SAF5200 will support this by default. The position provided by the WSA shall be provided by the central system based on the 3D surveyed position.	Need to have trusted communications	1	1	1	1	1	0	0	1	1	1	1	1	0	0	1	1	1	0	0	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0	1	0	0	1	0	0	1	1	1	3	15	7	2	1	15	5	5	4	6	1	4	4	4	0.5	1.0	0.5	0.4375	0.25	0.5	0.6	0.45454545454545453	0.5	1.0	0.6	0.3333333333333333	0.5	0.5714285714285714	0.5714285714285714	0.9423359946719447
4.3.1	401.16.1	401.0	Devices unable to receive timing information per J2945/1 Section 6.2 shall set their time from an authenticated time reference using the Network Time Protocol Version 4 per Internet Engineering Task Force RFC 5905- 5908.	Need to have trusted communications	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	0	0	1	1	0	1	1	1	1	0	0	1	0	0	1	1	1	1	1	1	3	19	10	6	1	16	8	7	4	8	1	5	5	5	0.5	1.0	0.6333333333333333	0.625	0.75	0.5	0.64	0.7272727272727273	0.7	1.0	0.8	0.3333333333333333	0.625	0.7142857142857143	0.7142857142857143	0.9711322777188541
4.4.1	401.2.1	401.0	The device supplier shall provide devices provisioned with valid enrollment certificates.	Need to have trusted communications	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	2	3	27	13	7	2	22	11	9	4	10	2	7	7	7	1.0	1.0	0.9	0.8125	0.875	1.0	0.88	1.0	0.9	1.0	1.0	0.6666666666666666	0.875	1.0	1.0	0.9948992326020364
4.4.2	401.2.2	401.0	The device supplier shall provide devices that meet the interface requirements of the USDOT's certification program.	Need to have trusted communications	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	26	13	7	2	21	11	9	4	10	3	7	7	7	1.0	1.0	0.8666666666666667	0.8125	0.875	1.0	0.84	1.0	0.9	1.0	1.0	1.0	0.875	1.0	1.0	0.9972556916109407
4.4.3	401.6.3	401.0	The SCMS shall maintain the blacklist internally.	Need to have trusted communications	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	2	3	27	12	8	2	22	10	9	4	10	2	8	7	7	1.0	1.0	0.9	0.75	1.0	1.0	0.88	0.9090909090909091	0.9	1.0	1.0	0.6666666666666666	1.0	1.0	1.0	0.9942997213170421
4.4.4	401.6.4	401.0	The back office system shall acquire one SCMS certificate from each installed DSRC device and associate this certificate with the installed DSRC device. (Note: this requirement is temporary and will become obsolete after the SCMS deploys misbehavior detection and reporting features.)	Need to have trusted communications	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	0	0	1	1	0	1	1	1	2	3	17	7	3	1	15	6	7	4	8	1	5	5	5	1.0	1.0	0.5666666666666667	0.4375	0.375	0.5	0.6	0.5454545454545454	0.7	1.0	0.8	0.3333333333333333	0.625	0.7142857142857143	0.7142857142857143	0.952889911980169
4.4.5	401.6.5	401.0	The back office system administrator shall provide a DSRC device’s acquired SCMS certificate when requesting that the SCMS regi stration authority add the associated DSRC device to the Certificate Revocation List (CRL). (Note: this requirement is temporary and will become obsolete after the SCMS deploys misbehavior detection and reporting features.)	Need to have trusted communications	1	1	1	1	0	1	0	1	1	1	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	3	18	9	2	2	15	9	8	4	9	2	6	6	6	0.5	1.0	0.6	0.5625	0.25	1.0	0.6	0.8181818181818182	0.8	1.0	0.9	0.6666666666666666	0.75	0.8571428571428571	0.8571428571428571	0.9636076490507198
4.4.6	401.14.21	401.0	Devices shall impleme nt certificate download per the SCMS Interface (detailed requirements to be derived during Phase 2 as the final interface document is not yet published)	Need to have trusted communications	0	1	1	1	1	0	0	1	1	0	1	1	0	1	0	0	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	3	17	10	5	1	14	6	8	4	9	1	7	6	6	0.5	1.0	0.5666666666666667	0.625	0.625	0.5	0.56	0.5454545454545454	0.8	1.0	0.9	0.3333333333333333	0.875	0.8571428571428571	0.8571428571428571	0.9620213053410078
4.4.7	403.1.1	403.0	The device supplier shall sign the firmware images and manage the certificate management process for the firmware images.	Need to manage CV application life-cycle	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	0	0	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	25	13	4	2	21	10	9	4	10	3	7	7	7	0.5	1.0	0.8333333333333334	0.8125	0.5	1.0	0.84	0.9090909090909091	0.9	1.0	1.0	1.0	0.875	1.0	1.0	0.9831749642543182
4.4.8	403.1.1.1	403.0	The SCMS certificate shall have a lifespan of 3 years instead of weeks.	Need to manage CV application life-cycle	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	2	3	26	12	8	1	21	10	10	4	10	1	8	7	7	1.0	1.0	0.8666666666666667	0.75	1.0	0.5	0.84	0.9090909090909091	1.0	1.0	1.0	0.3333333333333333	1.0	1.0	1.0	0.9754343300324569
4.4.9	403.1.1.2	403.0	The SCMS signature scheme shall provide at least 128- bit security.	Need to manage CV application life-cycle	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	2	3	27	12	8	1	21	9	9	4	10	1	8	7	7	1.0	1.0	0.9	0.75	1.0	0.5	0.84	0.8181818181818182	0.9	1.0	1.0	0.3333333333333333	1.0	1.0	1.0	0.9753695752247714
4.7.1	510.11.1	510.0	The interface for transferring performance measurement information to the USDOT Research Data Exchange (RDE) shall be negotiated by the NYC CVPD project team and the USDOT RDE operators during the detailed design of the system in Phase 2.	Need to assess all CV applications	0	0	1	1	1	0	0	1	1	1	1	1	0	1	0	1	1	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	2	19	9	4	1	16	7	7	4	9	1	6	6	6	0.5	0.6666666666666666	0.6333333333333333	0.5625	0.5	0.5	0.64	0.6363636363636364	0.7	1.0	0.9	0.3333333333333333	0.75	0.8571428571428571	0.8571428571428571	0.9678117478680789
4.8.1	510.5.1	510.0	The NYC CVPD performance monitoring subsystem shall collect hourly weather data observations from the following National Weather Service (NWS) stations in NYC: • Central Park (KNYC) • Kennedy Internation al Airport (KJFK) • LaGuardia Airport (KLGA)	Need to assess all CV applications	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	2	3	24	12	5	2	21	10	7	4	8	2	5	5	5	1.0	1.0	0.8	0.75	0.625	1.0	0.84	0.9090909090909091	0.7	1.0	0.8	0.6666666666666666	0.625	0.7142857142857143	0.7142857142857143	0.9861395575910631
4.8.2	510.5.1.1	510.0	The NYC CVPD performance monitoring subsystem shall obtain the weather data listed in Table G -2.	Need to assess all CV applications	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	2	3	26	13	7	1	22	10	8	4	9	2	6	6	6	1.0	1.0	0.8666666666666667	0.8125	0.875	0.5	0.88	0.9090909090909091	0.8	1.0	0.9	0.6666666666666666	0.75	0.8571428571428571	0.8571428571428571	0.9887522734202738
4.9.1	110.4.1	110.0	Foreign light -duty vehicles shall transmit DSRC BSM messages in accordance with the J2945/1 standard.		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	2	3	27	13	8	2	23	11	9	4	9	2	7	6	6	1.0	1.0	0.9	0.8125	1.0	1.0	0.92	1.0	0.9	1.0	0.9	0.6666666666666666	0.875	0.8571428571428571	0.8571428571428571	0.9950562876542524
4.9.2	110.4.2	110.0	Foreign trucks shall transmit DSRC BSM messages in accordance with the J2945/1 and shall contain the following Part II SupplementalVehicleExtensions objects: classification, and vehicleData (height and mass) as defined in J2735 Section 6 .133.		1	1	1	1	1	0	0	1	1	1	1	1	0	0	0	1	1	0	0	1	0	0	1	1	0	1	0	0	1	1	1	1	0	0	0	0	0	1	1	0	1	1	2	3	15	8	4	1	15	6	6	4	7	1	5	5	5	1.0	1.0	0.5	0.5	0.5	0.5	0.6	0.5454545454545454	0.6	1.0	0.7	0.3333333333333333	0.625	0.7142857142857143	0.7142857142857143	0.957513263725304
4.10.1	102.5.27	102.5	The ASD shall have access to the host vehicle’s brake status.	Need to reduce crashes between vehicles	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	29	14	7	2	24	11	10	4	10	3	8	7	7	0.5	1.0	0.9666666666666667	0.875	0.875	1.0	0.96	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9912070668844526
4.10.2	202.4.1	202.0	The ASD shall monitor the items in Table E -5 on the in- vehicle network.	Need to manage CV application for the traffic environment	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	2	3	25	12	7	1	21	10	8	4	9	1	6	6	6	1.0	1.0	0.8333333333333334	0.75	0.875	0.5	0.84	0.9090909090909091	0.8	1.0	0.9	0.3333333333333333	0.75	0.8571428571428571	0.8571428571428571	0.9772976105139687
4.10.3	203.12.1	203.0	The ASD shall utilize the OBD -II port, J -bus, or CAN bus.	Need to manage CV equipment maintenance	0	1	1	1	1	1	0	1	1	1	1	1	0	0	0	1	1	0	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	2	3	21	13	5	2	20	9	7	4	9	3	6	6	6	1.0	1.0	0.7	0.8125	0.625	1.0	0.8	0.8181818181818182	0.7	1.0	0.9	1.0	0.75	0.8571428571428571	0.8571428571428571	0.9898737202697329
4.10.4	203.12.2	203.0	The ASD shall conform to the associated SAE interface requirements for OBD -II port, J-bus, or CAN bus. (Clarification: the intent of this requirement is to prevent the ASD from interfering with other in -vehicle systems.)	Need to manage CV equipment maintenance	1	1	1	1	1	1	0	1	1	0	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	1	1	0	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	3	18	11	2	2	17	10	7	4	8	2	5	5	5	0.5	1.0	0.6	0.6875	0.25	1.0	0.68	0.9090909090909091	0.7	1.0	0.8	0.6666666666666666	0.625	0.7142857142857143	0.7142857142857143	0.9651938051103516
4.10.5	203.12.3	203.0	The application in the ASD shall collect and process vehicle -related information through a direct connection or a splitter cable. (Note: individual application data needs will be addressed through each application's requirement.)	Need to manage CV equipment maintenance	1	1	1	1	0	1	0	1	1	1	1	1	1	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	2	3	20	10	3	2	17	9	8	4	9	2	6	6	6	1.0	1.0	0.6666666666666666	0.625	0.375	1.0	0.68	0.8181818181818182	0.8	1.0	0.9	0.6666666666666666	0.75	0.8571428571428571	0.8571428571428571	0.9777996027218026
4.10.6	203.25.1	203.0	The ASD interface to the CAN bus shall not degrade or interfere with vehicle's normal operation.	Need to manage CV equipment maintenance	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	0	0	0	1	0	1	1	0	1	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	3	21	11	4	2	18	8	7	4	9	2	6	6	6	0.5	1.0	0.7	0.6875	0.5	1.0	0.72	0.7272727272727273	0.7	1.0	0.9	0.6666666666666666	0.75	0.8571428571428571	0.8571428571428571	0.9799536897926897
4.10.7	203.25.2	203.0	The ASD's interface to the CAN bus shall not interfere with the vehicle's passenger's safety systems (e.g., restraints and extrication).	Need to manage CV equipment maintenance	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	3	24	13	5	2	21	10	9	4	9	2	7	6	6	0.5	1.0	0.8	0.8125	0.625	1.0	0.84	0.9090909090909091	0.9	1.0	0.9	0.6666666666666666	0.875	0.8571428571428571	0.8571428571428571	0.9867021331224086
4.10.8	401.3.6	401.0	The ASD shall carry out plausibility checking on the internal CAN/J -Bus data.	Need to have trusted communications	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	2	3	26	13	8	2	22	11	9	4	9	2	7	6	6	1.0	1.0	0.8666666666666667	0.8125	1.0	1.0	0.88	1.0	0.9	1.0	0.9	0.6666666666666666	0.875	0.8571428571428571	0.8571428571428571	0.9948998691977903
4.11.1	405.3.1	405.0	Advanced Traffic Signal Controllers shall use TAI time to issue security credentials.	Need to support automatic diagnostics for the system devices (RSU, ASD)	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	26	13	6	2	21	10	8	4	10	3	7	7	7	0.5	1.0	0.8666666666666667	0.8125	0.75	1.0	0.84	0.9090909090909091	0.8	1.0	1.0	1.0	0.875	1.0	1.0	0.9886649099902426
4.11.2	405.3.2	405.0	Advanced Traffic Signal Controllers shall issue messages to DSRC devices with security credentials that meet this document’s IEEE 1609.2 requirements.	Need to support automatic diagnostics for the system devices (RSU, ASD)	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	3	24	11	6	1	20	8	8	4	9	2	6	6	6	0.5	1.0	0.8	0.6875	0.75	0.5	0.8	0.7272727272727273	0.8	1.0	0.9	0.6666666666666666	0.75	0.8571428571428571	0.8571428571428571	0.9833377580218146
4.11.3	405.3.3	405.0	Advanced Traffic Signal Controllers shall maintain an authenticated NTP based time reference.	Need to support automatic diagnostics for the system devices (RSU, ASD)	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	25	13	7	2	20	10	8	4	10	3	7	7	7	1.0	1.0	0.8333333333333334	0.8125	0.875	1.0	0.8	0.9090909090909091	0.8	1.0	1.0	1.0	0.875	1.0	1.0	0.9960474501195288
4.11.4	405.3.4	405.0	Advanced Traffic Signal Controllers shall export their UTC times (Line Frequency referenced from the traffic signal system) as UTC times referenced from their authenticated NTP based time reference.	Need to support automatic diagnostics for the system devices (RSU, ASD)	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	2	3	25	12	6	2	20	11	9	4	10	3	7	7	7	1.0	1.0	0.8333333333333334	0.75	0.75	1.0	0.8	1.0	0.9	1.0	1.0	1.0	0.875	1.0	1.0	0.9946557245989358
4.12.1	405.4.1	405.0	The CV system shall export RSU status to the traffic signal system for display on the traffic signal system map.	Need to support automatic diagnostics for the system devices (RSU, ASD)	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	29	14	7	2	24	11	10	4	10	3	8	7	7	0.5	1.0	0.9666666666666667	0.875	0.875	1.0	0.96	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9912070668844526
4.12.2	405.4.2	405.0	The CV system shall export RSU RF signal range information to the traffic signal system for display on the traffic signal system map.	Need to support automatic diagnostics for the system devices (RSU, ASD)	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	29	14	7	2	24	11	10	4	10	3	8	7	7	0.5	1.0	0.9666666666666667	0.875	0.875	1.0	0.96	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9912070668844526
3.3.1.2	203.20.1	203.0	The ASD shall prevent incoming messages with invalid conditions per criteria in the IEEE 1609.2 from being acted on.	Need to manage CV equipment maintenance	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	2	3	24	11	7	1	20	8	8	4	9	1	6	6	6	1.0	1.0	0.8	0.6875	0.875	0.5	0.8	0.7272727272727273	0.8	1.0	0.9	0.3333333333333333	0.75	0.8571428571428571	0.8571428571428571	0.9759740795537499
